max_vibr,max_f1,max_f2,max_f3,max_dist,min_vibr,min_dist,mean_vibr,mean_dist,std_vibr,std_dist,labels
774.0,235.0,631.0,621.0,84.0,0.0,38.0,171.61,52.62,165.10626244936927,16.8171222270637,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,171.79,52.61,164.92988176798042,16.824324652121998,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,171.74,52.61,164.98118801851317,16.824324652121998,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,171.69,52.62,165.03246317012906,16.8171222270637,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,171.35,52.62,165.35049894088615,16.8171222270637,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,170.56,52.64,165.97736713178696,16.803285393041445,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,169.84,52.64,166.55850143418076,16.803285393041445,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,169.4,52.65,166.94801586122549,16.796056084688452,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,169.08,52.67,167.2414828922537,16.782166129555506,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,168.88,52.69,167.43149524507032,16.768240814110467,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,168.75,52.7,167.55747521373075,16.760966559241147,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,168.46,52.69,167.82398040804537,16.767644438024085,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,167.51,52.67,168.50462871980696,16.782761989613032,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,166.32,52.66,169.2615065512534,16.79060451562123,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,165.49,52.67,169.84113135515787,16.782761989613032,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,164.9,52.71,170.29800351149157,16.757264096504535,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,164.79,52.72,170.38088478464948,16.749973134306813,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,165.32,52.76,170.0210504614061,16.72430566570702,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,165.95,52.78,169.59760464110335,16.707830499499327,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,166.03,52.74,169.544298341171,16.738351173278687,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,165.47,52.72,169.88993230912774,16.7511671235171,0.0
774.0,235.0,567.0,621.0,84.0,0.0,38.0,163.8,52.75,170.46043529218153,16.729240867415353,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,161.17,52.72,170.72229233465677,16.749376107783835,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,159.09,52.76,171.19837002728733,16.71892341031563,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,158.2,52.76,171.4899997084378,16.71892341031563,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,158.24,52.77,171.47805223992953,16.71278253313912,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,157.39,52.76,171.55890504430246,16.720119616797007,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,155.31,52.76,171.24763910781368,16.720119616797003,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,153.25,52.74,171.21491611422178,16.734168637849926,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,151.53,52.73,171.58009529079996,16.74207573749444,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,148.72,52.73,171.24608491875077,16.74207573749444,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,146.75,52.71,171.27179423360988,16.75607054174695,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,145.51,52.72,171.35235598030158,16.749376107783835,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,144.59,52.71,171.15922966641327,16.756667329752656,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,144.77,52.71,171.27625959250747,16.756667329752656,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,145.25,52.7,171.4638956165408,16.763949415337663,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,145.56,52.72,171.48214600943157,16.751167123517096,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,143.89,52.71,170.996718974371,16.757860842004863,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,137.98,52.69,159.34773170647898,16.773011059437124,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,133.67,52.7,149.3892937930962,16.76693174078072,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,132.23,52.72,146.8906297215721,16.75295794777746,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,131.47,52.71,146.15330683908593,16.76024761153605,0.0
774.0,235.0,631.0,621.0,84.0,0.0,38.0,131.93,52.74,146.56911373137248,16.74193537199329,0.0
